"","no","id","l1","l2","l3","l4","l5","slope","pow"
"231",7,3,0,0,0,0,0,41.6,0
"232",1,3,0,0,0,0,0,0.52,0
"233",2,3,0,0,0,0,0,1.04,0
"234",3,3,0,0,0,0,0,2.08,0
"235",4,3,0,0,0,0,0,5.2,0
"236",5,3,0,0,0,0,0,10.4,0
"237",6,3,0,0,0,0,0,20.8,0
"238",7,3,0,0,0,0,0,41.6,0
"239",1,3,0,0,0,0,0,0.52,0
"240",2,3,0,0,0,0,0,1.04,0
"241",3,3,0,0,0,0,0,2.08,0
"242",4,3,0,0,0,0,0,5.2,0
"243",5,3,0,0,0,0,0,10.4,0
"244",6,3,0,0,0,0,0,20.8,0
"245",7,3,0,0,0,0,0,41.6,0
"246",1,3,0,0,0,0,0,0.52,0
"247",2,3,0,0,0,0,0,1.04,0
"248",3,3,0,0,0,0,0,2.08,0
"249",4,3,0,0,0,0,0,5.2,0
"250",5,3,0,0,0,0,0,10.4,0
"251",6,3,0,0,0,0,0,20.8,0
"252",7,3,0,0,0,0,0,41.6,0
"253",1,3,0,0,0,0,0,0.52,0
"254",2,3,0,0,0,0,0,1.04,0
"255",3,3,0,0,0,0,0,2.08,0
"256",4,3,0,0,0,0,0,5.2,0
"257",5,3,0,0,0,0,0,10.4,0
"258",6,3,0,0,0,0,0,20.8,0
"259",7,3,0,0,0,0,0,41.6,0
"260",1,3,0,0,0,0,0,0.52,0
"261",2,3,0,0,0,0,0,1.04,0
"262",3,3,0,0,0,0,0,2.08,0
"263",4,3,0,0,0,0,0,5.2,0
"264",5,3,0,0,0,0,0,10.4,0
"265",6,3,0,0,0,0,0,20.8,0
"266",7,3,0,0,0,0,0,41.6,0
"267",1,3,0,0,0,0,0,0.52,0
"268",2,3,0,0,0,0,0,1.04,0
"269",3,3,0,0,0,0,0,2.08,0
"270",4,3,0,0,0,0,0,5.2,0
"271",5,3,0,0,0,0,0,10.4,0
"272",6,3,0,0,0,0,0,20.8,0
"273",7,3,0,0,0,0,0,41.6,0
"274",1,3,0,0,0,0,0,0.52,0
"275",2,3,0,0,0,0,0,1.04,0
"276",3,3,0,0,0,0,0,2.08,0
"277",4,3,0,0,0,0,0,5.2,0
"278",5,3,0,0,0,0,0,10.4,0
"279",6,3,0,0,0,0,0,20.8,0
"280",7,3,0,0,0,0,0,41.6,0
"281",1,3,0,0,0,0,0,0.52,0
"282",2,3,0,0,0,0,0,1.04,0
"283",3,3,0,0,0,0,0,2.08,0
"284",4,3,0,0,0,0,0,5.2,0
"285",5,3,0,0,0,0,0,10.4,0
"286",6,3,0,0,0,0,0,20.8,0
"287",7,3,0,0,0,0,0,41.6,0
"288",1,3,0,0,0,0,0,0.52,0
"289",2,3,0,0,0,0,0,1.04,0
"290",3,3,0,0,0,0,0,2.08,0
"291",4,3,0,0,0,0,0,5.2,0
"292",5,3,0,0,0,0,0,10.4,0
"293",6,3,0,0,0,0,0,20.8,0
"294",7,3,0,0,0,0,0,41.6,0
"295",1,3,0,0,0,0,0,0.52,0
"296",2,3,0,0,0,0,0,1.04,0
"297",3,3,0,0,0,0,0,2.08,0
"298",4,3,0,0,0,0,0,5.2,0
"299",5,3,0,0,0,0,0,10.4,0
"300",6,3,0,0,0,0,0,20.8,0
"301",7,3,0,0,0,0,0,41.6,0
"302",1,3,0,0,0,0,0,0.52,0
"303",2,3,0,0,0,0,0,1.04,0
"304",3,3,0,0,0,0,0,2.08,0
"305",4,3,0,0,0,0,0,5.2,0
"306",5,3,0,0,0,0,0,10.4,0
"307",6,3,0,0,0,0,0,20.8,0
"308",7,3,0,0,0,0,0,41.6,0
"309",1,3,0,0,0,0,0,0.52,0
"310",2,3,0,0,0,0,0,1.04,0
"311",3,3,0,0,0,0,0,2.08,0
"312",4,3,0,0,0,0,0,5.2,0
"313",5,3,0,0,0,0,0,10.4,0
"314",6,3,0,0,0,0,0,20.8,0
"315",7,3,0,0,0,0,0,41.6,0
"316",1,4,0,0,0,0,0,0.52,0
"317",2,4,0,0,0,0,0,1.04,0
"318",3,4,0,0,0,0,0,2.08,0
"319",4,4,0,0,0,0,0,5.2,0
"320",5,4,0,0,0,0,0,10.4,0
"321",6,4,0,0,0,0,0,20.8,0
"322",7,4,0,0,0,0,0,41.6,0
"323",1,4,0,0,0,0,0,0.52,0
"324",2,4,0,0,0,0,0,1.04,0
"325",3,4,0,0,0,0,0,2.08,0
"326",4,4,0,0,0,0,0,5.2,0
"327",5,4,0,0,0,0,0,10.4,0
"328",6,4,0,0,0,0,0,20.8,0
"329",7,4,0,0,0,0,0,41.6,0
"330",1,4,0,0,0,0,0,0.52,0
"331",2,4,0,0,0,0,0,1.04,0
"332",3,4,0,0,0,0,0,2.08,0
"333",4,4,0,0,0,0,0,5.2,0
"334",5,4,0,0,0,0,0,10.4,0
"335",6,4,0,0,0,0,0,20.8,0
"336",7,4,0,0,0,0,0,41.6,0
"337",1,4,0,0,0,0,0,0.52,0
"338",2,4,0,0,0,0,0,1.04,0
"339",3,4,0,0,0,0,0,2.08,0
"340",4,4,0,0,0,0,0,5.2,0
"341",5,4,0,0,0,0,0,10.4,0
"342",6,4,0,0,0,0,0,20.8,0
"343",7,4,0,0,0,0,0,41.6,0
"344",1,4,0,0,0,0,0,0.52,0
"345",2,4,0,0,0,0,0,1.04,0
"346",3,4,0,0,0,0,0,2.08,0
"347",4,4,0,0,0,0,0,5.2,0
"348",5,4,0,0,0,0,0,10.4,0
"349",6,4,0,0,0,0,0,20.8,0
"350",7,4,0,0,0,0,0,41.6,0
"351",1,4,0,0,0,0,0,0.52,0
"352",2,4,0,0,0,0,0,1.04,0
"353",3,4,0,0,0,0,0,2.08,0
"354",4,4,0,0,0,0,0,5.2,0
"355",5,4,0,0,0,0,0,10.4,0
"356",6,4,0,0,0,0,0,20.8,0
"357",7,4,0,0,0,0,0,41.6,0
"358",1,4,0,0,0,0,0,0.52,0
"359",2,4,0,0,0,0,0,1.04,0
"360",3,4,0,0,0,0,0,2.08,0
"361",4,4,0,0,0,0,0,5.2,0
"362",5,4,0,0,0,0,0,10.4,0
"363",6,4,0,0,0,0,0,20.8,0
"364",7,4,0,0,0,0,0,41.6,0
"365",1,4,0,0,0,0,0,0.52,0
"366",2,4,0,0,0,0,0,1.04,0
"367",3,4,0,0,0,0,0,2.08,0
"368",4,4,0,0,0,0,0,5.2,0
"369",5,4,0,0,0,0,0,10.4,0
"370",6,4,0,0,0,0,0,20.8,0
"371",7,4,0,0,0,0,0,41.6,0
"372",1,4,0,0,0,0,0,0.52,0
"373",2,4,0,0,0,0,0,1.04,0
"374",3,4,0,0,0,0,0,2.08,0
"375",4,4,0,0,0,0,0,5.2,0
"376",5,4,0,0,0,0,0,10.4,0
"377",6,4,0,0,0,0,0,20.8,0
"378",7,4,0,0,0,0,0,41.6,0
"379",1,4,0,0,0,0,0,0.52,0
"380",2,4,0,0,0,0,0,1.04,0
"381",3,4,0,0,0,0,0,2.08,0
"382",4,4,0,0,0,0,0,5.2,0
"383",5,4,0,0,0,0,0,10.4,0
"384",6,4,0,0,0,0,0,20.8,0
"385",7,4,0,0,0,0,0,41.6,0
"386",1,4,0,0,0,0,0,0.52,0
"387",2,4,0,0,0,0,0,1.04,0
"388",3,4,0,0,0,0,0,2.08,0
"389",4,4,0,0,0,0,0,5.2,0
"390",5,4,0,0,0,0,0,10.4,0
"391",6,4,0,0,0,0,0,20.8,0
"392",7,4,0,0,0,0,0,41.6,0
"393",1,4,0,0,0,0,0,0.52,0
"394",2,4,0,0,0,0,0,1.04,0
"395",3,4,0,0,0,0,0,2.08,0
"396",4,4,0,0,0,0,0,5.2,0
"397",5,4,0,0,0,0,0,10.4,0
"398",6,4,0,0,0,0,0,20.8,0
"399",7,4,0,0,0,0,0,41.6,0
"400",1,4,0,0,0,0,0,0.52,0
"401",2,4,0,0,0,0,0,1.04,0
"402",3,4,0,0,0,0,0,2.08,0
"403",4,4,0,0,0,0,0,5.2,0
"404",5,4,0,0,0,0,0,10.4,0
"405",6,4,0,0,0,0,0,20.8,0
"406",7,4,0,0,0,0,0,41.6,0
"407",1,4,0,0,0,0,0,0.52,0
"408",2,4,0,0,0,0,0,1.04,0
"409",3,4,0,0,0,0,0,2.08,0
"410",4,4,0,0,0,0,0,5.2,0
"411",5,4,0,0,0,0,0,10.4,0
"412",6,4,0,0,0,0,0,20.8,0
"413",7,4,0,0,0,0,0,41.6,0
"414",1,4,0,0,0,0,0,0.52,0
"415",2,4,0,0,0,0,0,1.04,0
"416",3,4,0,0,0,0,0,2.08,0
"417",4,4,0,0,0,0,0,5.2,0
"418",5,4,0,0,0,0,0,10.4,0
"419",6,4,0,0,0,0,0,20.8,0
"420",7,4,0,0,0,0,0,41.6,0
"421",1,5,0,0,0,0,0,0.52,0
"422",2,5,0,0,0,0,0,1.04,0
"423",3,5,0,0,0,0,0,2.08,0
"424",4,5,0,0,0,0,0,5.2,0
"425",5,5,0,0,0,0,0,10.4,0
"426",6,5,0,0,0,0,0,20.8,0
"427",7,5,0,0,0,0,0,41.6,0
"428",1,5,0,0,0,0,0,0.52,0
"429",2,5,0,0,0,0,0,1.04,0
"430",3,5,0,0,0,0,0,2.08,0
"431",4,5,0,0,0,0,0,5.2,0
"432",5,5,0,0,0,0,0,10.4,0
"433",6,5,0,0,0,0,0,20.8,0
"434",7,5,0,0,0,0,0,41.6,0
"435",1,5,0,0,0,0,0,0.52,0
"436",2,5,0,0,0,0,0,1.04,0
"437",3,5,0,0,0,0,0,2.08,0
"438",4,5,0,0,0,0,0,5.2,0
"439",5,5,0,0,0,0,0,10.4,0
"440",6,5,0,0,0,0,0,20.8,0
"441",7,5,0,0,0,0,0,41.6,0
"442",1,5,0,0,0,0,0,0.52,0
"443",2,5,0,0,0,0,0,1.04,0
"444",3,5,0,0,0,0,0,2.08,0
"445",4,5,0,0,0,0,0,5.2,0
"446",5,5,0,0,0,0,0,10.4,0
"447",6,5,0,0,0,0,0,20.8,0
"448",7,5,0,0,0,0,0,41.6,0
"449",1,5,0,0,0,0,0,0.52,0
"450",2,5,0,0,0,0,0,1.04,0
"451",3,5,0,0,0,0,0,2.08,0
"452",4,5,0,0,0,0,0,5.2,0
"453",5,5,0,0,0,0,0,10.4,0
"454",6,5,0,0,0,0,0,20.8,0
"455",7,5,0,0,0,0,0,41.6,0
"456",1,5,0,0,0,0,0,0.52,0
"457",2,5,0,0,0,0,0,1.04,0
"458",3,5,0,0,0,0,0,2.08,0
"459",4,5,0,0,0,0,0,5.2,0
"460",5,5,0,0,0,0,0,10.4,0
"461",6,5,0,0,0,0,0,20.8,0
"462",7,5,0,0,0,0,0,41.6,0
"463",1,5,0,0,0,0,0,0.52,0
"464",2,5,0,0,0,0,0,1.04,0
"465",3,5,0,0,0,0,0,2.08,0
"466",4,5,0,0,0,0,0,5.2,0
"467",5,5,0,0,0,0,0,10.4,0
"468",6,5,0,0,0,0,0,20.8,0
"469",7,5,0,0,0,0,0,41.6,0
"470",1,5,0,0,0,0,0,0.52,0
"471",2,5,0,0,0,0,0,1.04,0
"472",3,5,0,0,0,0,0,2.08,0
"473",4,5,0,0,0,0,0,5.2,0
"474",5,5,0,0,0,0,0,10.4,0
"475",6,5,0,0,0,0,0,20.8,0
"476",7,5,0,0,0,0,0,41.6,0
"477",1,5,0,0,0,0,0,0.52,0
"478",2,5,0,0,0,0,0,1.04,0
"479",3,5,0,0,0,0,0,2.08,0
"480",4,5,0,0,0,0,0,5.2,0
"481",5,5,0,0,0,0,0,10.4,0
"482",6,5,0,0,0,0,0,20.8,0
"483",7,5,0,0,0,0,0,41.6,0
"484",1,5,0,0,0,0,0,0.52,0
"485",2,5,0,0,0,0,0,1.04,0
"486",3,5,0,0,0,0,0,2.08,0
"487",4,5,0,0,0,0,0,5.2,0
"488",5,5,0,0,0,0,0,10.4,0
"489",6,5,0,0,0,0,0,20.8,0
"490",7,5,0,0,0,0,0,41.6,0
"491",1,5,0,0,0,0,0,0.52,0
"492",2,5,0,0,0,0,0,1.04,0
"493",3,5,0,0,0,0,0,2.08,0
"494",4,5,0,0,0,0,0,5.2,0
"495",5,5,0,0,0,0,0,10.4,0
"496",6,5,0,0,0,0,0,20.8,0
"497",7,5,0,0,0,0,0,41.6,0
"498",1,5,0,0,0,0,0,0.52,0
"499",2,5,0,0,0,0,0,1.04,0
"500",3,5,0,0,0,0,0,2.08,0
"501",4,5,0,0,0,0,0,5.2,0
"502",5,5,0,0,0,0,0,10.4,0
"503",6,5,0,0,0,0,0,20.8,0
"504",7,5,0,0,0,0,0,41.6,0
"505",1,5,0,0,0,0,0,0.52,0
"506",2,5,0,0,0,0,0,1.04,0
"507",3,5,0,0,0,0,0,2.08,0
"508",4,5,0,0,0,0,0,5.2,0
"509",5,5,0,0,0,0,0,10.4,0
"510",6,5,0,0,0,0,0,20.8,0
"511",7,5,0,0,0,0,0,41.6,0
"512",1,5,0,0,0,0,0,0.52,0
"513",2,5,0,0,0,0,0,1.04,0
"514",3,5,0,0,0,0,0,2.08,0
"515",4,5,0,0,0,0,0,5.2,0
"516",5,5,0,0,0,0,0,10.4,0
"517",6,5,0,0,0,0,0,20.8,0
"518",7,5,0,0,0,0,0,41.6,0
"519",1,5,0,0,0,0,0,0.52,0
"520",2,5,0,0,0,0,0,1.04,0
"521",3,5,0,0,0,0,0,2.08,0
"522",4,5,0,0,0,0,0,5.2,0
"523",5,5,0,0,0,0,0,10.4,0
"524",6,5,0,0,0,0,0,20.8,0
"525",7,5,0,0,0,0,0,41.6,0
"526",1,6,0,0,0,0,0,0.52,0
"527",2,6,0,0,0,0,0,1.04,0
"528",3,6,0,0,0,0,0,2.08,0
"529",4,6,0,0,0,0,0,5.2,0
"530",5,6,0,0,0,0,0,10.4,0
"531",6,6,0,0,0,0,0,20.8,0
"532",7,6,0,0,0,0,0,41.6,0
"533",1,6,0,0,0,0,0,0.52,0
"534",2,6,0,0,0,0,0,1.04,0
"535",3,6,0,0,0,0,0,2.08,0
"536",4,6,0,0,0,0,0,5.2,0
"537",5,6,0,0,0,0,0,10.4,0
"538",6,6,0,0,0,0,0,20.8,0
"539",7,6,0,0,0,0,0,41.6,0
"540",1,6,0,0,0,0,0,0.52,0
"541",2,6,0,0,0,0,0,1.04,0
"542",3,6,0,0,0,0,0,2.08,0
"543",4,6,0,0,0,0,0,5.2,0
"544",5,6,0,0,0,0,0,10.4,0
"545",6,6,0,0,0,0,0,20.8,0
"546",7,6,0,0,0,0,0,41.6,0
"547",1,6,0,0,0,0,0,0.52,0
"548",2,6,0,0,0,0,0,1.04,0
"549",3,6,0,0,0,0,0,2.08,0
"550",4,6,0,0,0,0,0,5.2,0
"551",5,6,0,0,0,0,0,10.4,0
"552",6,6,0,0,0,0,0,20.8,0
"553",7,6,0,0,0,0,0,41.6,0
"554",1,6,0,0,0,0,0,0.52,0
"555",2,6,0,0,0,0,0,1.04,0
"556",3,6,0,0,0,0,0,2.08,0
"557",4,6,0,0,0,0,0,5.2,0
"558",5,6,0,0,0,0,0,10.4,0
"559",6,6,0,0,0,0,0,20.8,0
"560",7,6,0,0,0,0,0,41.6,0
"561",1,6,0,0,0,0,0,0.52,0
"562",2,6,0,0,0,0,0,1.04,0
"563",3,6,0,0,0,0,0,2.08,0
"564",4,6,0,0,0,0,0,5.2,0
"565",5,6,0,0,0,0,0,10.4,0
"566",6,6,0,0,0,0,0,20.8,0
"567",7,6,0,0,0,0,0,41.6,0
"568",1,6,0,0,0,0,0,0.52,0
"569",2,6,0,0,0,0,0,1.04,0
"570",3,6,0,0,0,0,0,2.08,0
"571",4,6,0,0,0,0,0,5.2,0
"572",5,6,0,0,0,0,0,10.4,0
"573",6,6,0,0,0,0,0,20.8,0
"574",7,6,0,0,0,0,0,41.6,0
"575",1,6,0,0,0,0,0,0.52,0
"576",2,6,0,0,0,0,0,1.04,0
"577",3,6,0,0,0,0,0,2.08,0
"578",4,6,0,0,0,0,0,5.2,0
"579",5,6,0,0,0,0,0,10.4,0
"580",6,6,0,0,0,0,0,20.8,0
"581",7,6,0,0,0,0,0,41.6,0
"582",1,6,0,0,0,0,0,0.52,0
"583",2,6,0,0,0,0,0,1.04,0
"584",3,6,0,0,0,0,0,2.08,0
"585",4,6,0,0,0,0,0,5.2,0
"586",5,6,0,0,0,0,0,10.4,0
"587",6,6,0,0,0,0,0,20.8,0
"588",7,6,0,0,0,0,0,41.6,0
"589",1,6,0,0,0,0,0,0.52,0
"590",2,6,0,0,0,0,0,1.04,0
"591",3,6,0,0,0,0,0,2.08,0
"592",4,6,0,0,0,0,0,5.2,0
"593",5,6,0,0,0,0,0,10.4,0
"594",6,6,0,0,0,0,0,20.8,0
"595",7,6,0,0,0,0,0,41.6,0
"596",1,6,0,0,0,0,0,0.52,0
"597",2,6,0,0,0,0,0,1.04,0
"598",3,6,0,0,0,0,0,2.08,0
"599",4,6,0,0,0,0,0,5.2,0
"600",5,6,0,0,0,0,0,10.4,0
"601",6,6,0,0,0,0,0,20.8,0
"602",7,6,0,0,0,0,0,41.6,0
"603",1,6,0,0,0,0,0,0.52,0
"604",2,6,0,0,0,0,0,1.04,0
"605",3,6,0,0,0,0,0,2.08,0
"606",4,6,0,0,0,0,0,5.2,0
